,created_at_date,search_query,searches,users
3674,2022-10-25,e426kh98,51,41
3675,2022-10-25,e557ox750,4,4
3676,2022-10-25,e582ob154,4,4
3677,2022-10-25,e839bh150,46,38
3678,2022-10-25,e923mo03,860,635
3679,2022-10-25,e945yy163,1,1
3680,2022-10-25,e954yh154,43,37
3681,2022-10-25,e985et124,518,381
3682,2022-10-25,h003ek178,85,74
3683,2022-10-25,h081ty93,130,101
3684,2022-10-25,h191yo26,381,314
3685,2022-10-25,h227kx62,54,39
3686,2022-10-25,h605ht102,71,32
3687,2022-10-25,h795ek47,31,19
3688,2022-10-25,k090mo777,1,1
3689,2022-10-25,k118ek18,136,86
3690,2022-10-25,k140hm198,94,62
3691,2022-10-25,k426ek199,4,2
3692,2022-10-25,k484kh98,5,5
3693,2022-10-25,k560bp799,99,66
3694,2022-10-25,k666op178,1068,634
3695,2022-10-25,k684mx150,1,1
3696,2022-10-25,k725xc73,3,3
3697,2022-10-25,k784cy98,621,351
3698,2022-10-25,k828oh24,50,43
3699,2022-10-25,k894co178,4,4
3700,2022-10-25,m044hx777,28,20
3701,2022-10-25,m054yk47,284,207
3702,2022-10-25,m129ht98,59,43
3703,2022-10-25,m244ck38,43,35
3704,2022-10-25,m250op68,292,252
3705,2022-10-25,m460ho197,6,6
3706,2022-10-25,m482ke97,49,43
3707,2022-10-25,m629hb98,2,2
3708,2022-10-25,m663hx198,1,1
3709,2022-10-25,m666ka98,796,593
3710,2022-10-25,m707mm78,78,61
3711,2022-10-25,m719ep152,323,206
3712,2022-10-25,m973by78,71,46
3713,2022-10-25,o190yo177,3,3
3714,2022-10-25,o219ty198,1556,1055
3715,2022-10-25,o543mc174,4,4
3716,2022-10-25,o581kp761,5,5
3717,2022-10-25,o658po799,6,4
3718,2022-10-25,o783bh790,1332,922
3719,2022-10-25,o969am198,8,6
3720,2022-10-25,p176hh198,14,11
3721,2022-10-25,p282oe198,329,276
3722,2022-10-25,p423cp74,20,17
3723,2022-10-25,p444ky777,43,42
3724,2022-10-25,p536kh761,8,8
3725,2022-10-25,p556to799,46,41
3726,2022-10-25,p745hb198,42,39
3727,2022-10-25,p745mh102,531,403
3728,2022-10-25,p803ee56,5,4
3729,2022-10-25,t146yc56,732,504
3730,2022-10-25,t287at177,24,18
3731,2022-10-25,t522mm797,1264,981
3732,2022-10-25,t531ka77,16,11
3733,2022-10-25,t532ey797,214,113
3734,2022-10-25,t621bc39,126,97
3735,2022-10-25,t790ek761,12,10
3736,2022-10-25,t834kx124,24,21
3737,2022-10-25,t949kt78,34,31
3738,2022-10-25,x035em193,56,28
3739,2022-10-25,x085ee98,63,46
3740,2022-10-25,x242ay797,26,18
3741,2022-10-25,x302ce98,9,7
3742,2022-10-25,x304ak152,10,10
3743,2022-10-25,x444bc197,370,300
3744,2022-10-25,x630om161,8,7
3745,2022-10-25,x645ph177,71,54
3746,2022-10-25,x920mb56,9,8
3747,2022-10-25,x922mm56,7,7
3748,2022-10-25,x947yk174,51,25
3749,2022-10-25,y090oe26,947,668
3750,2022-10-25,y150op77,14,7
3751,2022-10-25,y199yc777,1,1
3752,2022-10-25,y455co750,55,49
3753,2022-10-25,y534ce24,47,43
3754,2022-10-25,y535ao47,102,62
3755,2022-10-25,y685yx174,118,62
3756,2022-10-25,y769aa178,24,23
3757,2022-10-26,a011ko790,4,4
3758,2022-10-26,a019pp186,43,34
3759,2022-10-26,a201ah761,11,10
3760,2022-10-26,a261ab198,274,221
3761,2022-10-26,a325bt198,20,20
3762,2022-10-26,a388xh122,68,51
3763,2022-10-26,a474ka159,1,1
3764,2022-10-26,a637bb178,192,134
3765,2022-10-26,a642ab136,4,3
3766,2022-10-26,a713bx790,168,151
3767,2022-10-26,a714ht38,1321,809
3768,2022-10-26,a894ep152,4,4
3769,2022-10-26,a988ao54,27,27
3770,2022-10-26,b144kh198,278,192
3771,2022-10-26,b144ko147,16,9
3772,2022-10-26,b166pe750,121,92
3773,2022-10-26,b306ab797,172,146
3774,2022-10-26,b450yk24,17,14
3775,2022-10-26,b772ay05,1,1
3776,2022-10-26,b944hx190,1,1
3777,2022-10-26,c025ex797,158,105
3778,2022-10-26,c060cp78,43,29
3779,2022-10-26,c491ab797,31,11
3780,2022-10-26,c579bc154,26,18
3781,2022-10-26,c610pp39,459,389
3782,2022-10-26,c815mp09,186,116
3783,2022-10-26,c830bm797,7,6
3784,2022-10-26,c982ec150,48,15
3785,2022-10-26,e015mt51,67,38
3786,2022-10-26,e040xk196,6,3
3787,2022-10-26,e100pe61,14,13
3788,2022-10-26,e184ph40,450,340
3789,2022-10-26,e321mx750,284,152
3790,2022-10-26,e354yp777,3,3
3791,2022-10-26,e419ac11,4,4
3792,2022-10-26,e426kh98,47,31
3793,2022-10-26,e557ox750,4,4
3794,2022-10-26,e582ob154,6,3
3795,2022-10-26,e839bh150,66,45
3796,2022-10-26,e923mo03,135,102
3797,2022-10-26,e954yh154,22,20
3798,2022-10-26,e985et124,215,155
3799,2022-10-26,h003ek178,58,56
3800,2022-10-26,h081ty93,101,75
3801,2022-10-26,h191yo26,400,307
3802,2022-10-26,h227kx62,53,34
3803,2022-10-26,h605ht102,71,33
3804,2022-10-26,h795ek47,29,13
3805,2022-10-26,k090mo777,2,2
3806,2022-10-26,k118ek18,50,22
3807,2022-10-26,k140hm198,87,61
3808,2022-10-26,k426ek199,2,2
3809,2022-10-26,k484kh98,2,2
3810,2022-10-26,k560bp799,82,52
3811,2022-10-26,k666op178,241,143
3812,2022-10-26,k684mx150,4,4
3813,2022-10-26,k725xc73,2,2
3814,2022-10-26,k784cy98,365,211
3815,2022-10-26,k828oh24,43,33
3816,2022-10-26,k894co178,3,3
3817,2022-10-26,m044hx777,31,25
3818,2022-10-26,m054yk47,183,115
3819,2022-10-26,m129ht98,37,32
3820,2022-10-26,m244ck38,26,21
3821,2022-10-26,m250op68,152,118
3822,2022-10-26,m260kh18,2,2
3823,2022-10-26,m460ho197,6,6
3824,2022-10-26,m482ke97,48,35
3825,2022-10-26,m629hb98,1,1
3826,2022-10-26,m666ka98,581,449
3827,2022-10-26,m707mm78,77,59
3828,2022-10-26,m719ep152,231,141
3829,2022-10-26,m973by78,60,42
3830,2022-10-26,o190yo177,1,1
3831,2022-10-26,o219ty198,1052,697
3832,2022-10-26,o386bt40,2,2
3833,2022-10-26,o543mc174,14,10
3834,2022-10-26,o581kp761,7,5
3835,2022-10-26,o658po799,7,7
3836,2022-10-26,o783bh790,1180,843
3837,2022-10-26,o969am198,4,4
3838,2022-10-26,p176hh198,11,7
3839,2022-10-26,p282oe198,270,226
3840,2022-10-26,p423cp74,15,12
3841,2022-10-26,p444ky777,224,167
3842,2022-10-26,p536kh761,8,8
3843,2022-10-26,p556to799,35,26
3844,2022-10-26,p745hb198,39,34
3845,2022-10-26,p745mh102,374,279
3846,2022-10-26,p803ee56,6,6
3847,2022-10-26,t146yc56,712,454
3848,2022-10-26,t287at177,15,13
3849,2022-10-26,t522mm797,733,594
3850,2022-10-26,t531ka77,11,4
3851,2022-10-26,t532ey797,151,72
3852,2022-10-26,t621bc39,120,83
3853,2022-10-26,t790ek761,15,12
3854,2022-10-26,t834kx124,4,4
3855,2022-10-26,t949kt78,39,30
3856,2022-10-26,x035em193,63,28
3857,2022-10-26,x085ee98,56,45
3858,2022-10-26,x242ay797,21,16
3859,2022-10-26,x302ce98,15,8
3860,2022-10-26,x304ak152,12,11
3861,2022-10-26,x444bc197,316,246
3862,2022-10-26,x630om161,9,8
3863,2022-10-26,x645ph177,54,35
3864,2022-10-26,x920mb56,5,5
3865,2022-10-26,x947yk174,41,23
3866,2022-10-26,y090oe26,552,403
3867,2022-10-26,y150op77,5,5
3868,2022-10-26,y455co750,55,47
3869,2022-10-26,y534ce24,45,34
3870,2022-10-26,y535ao47,66,45
3871,2022-10-26,y685yx174,65,29
3872,2022-10-26,y769aa178,28,27
3873,2022-10-27,a011ko790,1,1
3874,2022-10-27,a019pp186,33,26
3875,2022-10-27,a201ah761,17,13
3876,2022-10-27,a261ab198,191,134
3877,2022-10-27,a307hk156,2,2
3878,2022-10-27,a325bt198,17,16
3879,2022-10-27,a388xh122,77,63
3880,2022-10-27,a474ka159,2,2
3881,2022-10-27,a637bb178,153,103
3882,2022-10-27,a642ab136,14,4
3883,2022-10-27,a713bx790,184,163
3884,2022-10-27,a714ht38,1307,772
3885,2022-10-27,a894ep152,2,2
3886,2022-10-27,a988ao54,22,22
3887,2022-10-27,b144kh198,216,156
3888,2022-10-27,b144ko147,18,8
3889,2022-10-27,b166pe750,112,75
3890,2022-10-27,b306ab797,166,136
3891,2022-10-27,b450yk24,11,10
3892,2022-10-27,b944hx190,3291,1355
3893,2022-10-27,c025ex797,116,70
3894,2022-10-27,c060cp78,43,27
3895,2022-10-27,c491ab797,51,23
3896,2022-10-27,c579bc154,14,11
3897,2022-10-27,c610pp39,425,352
3898,2022-10-27,c815mp09,178,104
3899,2022-10-27,c830bm797,10,10
3900,2022-10-27,c982ec150,27,3
3901,2022-10-27,e015mt51,58,37
3902,2022-10-27,e100pe61,8,8
3903,2022-10-27,e184ph40,287,231
3904,2022-10-27,e321mx750,185,104
3905,2022-10-27,e354yp777,3,2
3906,2022-10-27,e419ac11,7,6
3907,2022-10-27,e426kh98,31,28
3908,2022-10-27,e557ox750,3,2
3909,2022-10-27,e582ob154,9,9
3910,2022-10-27,e839bh150,82,64
3911,2022-10-27,e923mo03,53,48
3912,2022-10-27,e945yy163,1,1
3913,2022-10-27,e954yh154,15,14
3914,2022-10-27,e985et124,147,98
3915,2022-10-27,h003ek178,33,33
3916,2022-10-27,h081ty93,131,102
3917,2022-10-27,h191yo26,258,217
3918,2022-10-27,h227kx62,32,25
3919,2022-10-27,h605ht102,54,17
3920,2022-10-27,h795ek47,24,23
3921,2022-10-27,k090mo777,1,1
3922,2022-10-27,k118ek18,58,19
3923,2022-10-27,k140hm198,75,60
3924,2022-10-27,k484kh98,2,2
3925,2022-10-27,k560bp799,104,66
3926,2022-10-27,k666op178,90,67
3927,2022-10-27,k684mx150,3,3
3928,2022-10-27,k784cy98,356,217
3929,2022-10-27,k828oh24,33,26
3930,2022-10-27,k894co178,4,3
3931,2022-10-27,m044hx777,19,16
3932,2022-10-27,m048pk198,3,3
3933,2022-10-27,m054yk47,157,93
3934,2022-10-27,m129ht98,65,60
3935,2022-10-27,m244ck38,22,18
3936,2022-10-27,m250op68,119,101
3937,2022-10-27,m260kh18,1,1
3938,2022-10-27,m460ho197,4,4
3939,2022-10-27,m482ke97,39,27
3940,2022-10-27,m629hb98,13,3
3941,2022-10-27,m666ka98,502,371
3942,2022-10-27,m707mm78,64,49
3943,2022-10-27,m719ep152,209,105
3944,2022-10-27,m973by78,62,34
3945,2022-10-27,o190yo177,1,1
3946,2022-10-27,o219ty198,779,529
3947,2022-10-27,o543mc174,9,8
3948,2022-10-27,o581kp761,6,5
3949,2022-10-27,o658po799,2,2
3950,2022-10-27,o783bh790,1104,821
3951,2022-10-27,o969am198,8982,6515
3952,2022-10-27,p176hh198,3,3
3953,2022-10-27,p282oe198,234,189
3954,2022-10-27,p423cp74,23,16
3955,2022-10-27,p444ky777,146,97
3956,2022-10-27,p536kh761,2,2
3957,2022-10-27,p556to799,34,24
3958,2022-10-27,p745hb198,69,65
3959,2022-10-27,p745mh102,294,214
3960,2022-10-27,p803ee56,6,4
3961,2022-10-27,t146yc56,677,446
3962,2022-10-27,t190yp98,7,2
3963,2022-10-27,t287at177,14,14
3964,2022-10-27,t522mm797,506,399
3965,2022-10-27,t531ka77,62,45
3966,2022-10-27,t532ey797,133,56
3967,2022-10-27,t621bc39,200,154
3968,2022-10-27,t790ek761,20,10
3969,2022-10-27,t834kx124,3,3
3970,2022-10-27,t949kt78,46,29
3971,2022-10-27,x035em193,53,25
3972,2022-10-27,x085ee98,59,49
3973,2022-10-27,x242ay797,12,12
3974,2022-10-27,x302ce98,12,11
3975,2022-10-27,x304ak152,6,5
3976,2022-10-27,x444bc197,269,225
3977,2022-10-27,x630om161,13,11
3978,2022-10-27,x645ph177,56,49
3979,2022-10-27,x920mb56,4,4
3980,2022-10-27,x922mm56,3,3
3981,2022-10-27,x947yk174,24,19
3982,2022-10-27,y090oe26,518,374
3983,2022-10-27,y455co750,36,29
3984,2022-10-27,y534ce24,29,23
3985,2022-10-27,y535ao47,63,44
3986,2022-10-27,y685yx174,44,19
3987,2022-10-27,y769aa178,28,28
3988,2022-10-28,a011ko790,3,3
3989,2022-10-28,a019pp186,26,22
3990,2022-10-28,a201ah761,11,8
3991,2022-10-28,a261ab198,124,102
3992,2022-10-28,a307hk156,4,4
3993,2022-10-28,a325bt198,15,11
3994,2022-10-28,a388xh122,58,44
3995,2022-10-28,a474ka159,1,1
3996,2022-10-28,a637bb178,127,85
3997,2022-10-28,a642ab136,2,2
3998,2022-10-28,a713bx790,159,140
3999,2022-10-28,a714ht38,1338,763
4000,2022-10-28,a894ep152,4,4
4001,2022-10-28,a988ao54,33,30
4002,2022-10-28,b144kh198,164,103
4003,2022-10-28,b144ko147,13,6
4004,2022-10-28,b166pe750,83,68
4005,2022-10-28,b306ab797,173,135
4006,2022-10-28,b450yk24,7,6
4007,2022-10-28,b772ay05,1,1
4008,2022-10-28,b795mc156,1,1
4009,2022-10-28,b944hx190,15575,6528
4010,2022-10-28,c025ex797,119,66
4011,2022-10-28,c060cp78,27,18
4012,2022-10-28,c491ab797,49,25
4013,2022-10-28,c579bc154,21,16
4014,2022-10-28,c610pp39,428,370
4015,2022-10-28,c815mp09,155,104
4016,2022-10-28,c830bm797,14,9
4017,2022-10-28,c982ec150,28,4
4018,2022-10-28,e015mt51,68,38
4019,2022-10-28,e040xk196,3,3
4020,2022-10-28,e100pe61,12,11
4021,2022-10-28,e184ph40,214,157
4022,2022-10-28,e321mx750,145,82
4023,2022-10-28,e354yp777,5,2
4024,2022-10-28,e419ac11,9,9
4025,2022-10-28,e426kh98,27,22
4026,2022-10-28,e557ox750,1,1
4027,2022-10-28,e582ob154,1,1
4028,2022-10-28,e839bh150,56,42
4029,2022-10-28,e923mo03,45,32
4030,2022-10-28,e954yh154,21,21
4031,2022-10-28,e985et124,91,65
4032,2022-10-28,h003ek178,36,33
4033,2022-10-28,h081ty93,83,74
4034,2022-10-28,h191yo26,294,245
4035,2022-10-28,h227kx62,37,26
4036,2022-10-28,h605ht102,40,11
4037,2022-10-28,h795ek47,12,12
4038,2022-10-28,k090mo777,1,1
4039,2022-10-28,k118ek18,45,20
4040,2022-10-28,k140hm198,89,57
4041,2022-10-28,k426ek199,1,1
4042,2022-10-28,k484kh98,5,5
4043,2022-10-28,k560bp799,98,48
4044,2022-10-28,k666op178,94,54
4045,2022-10-28,k684mx150,3,3
4046,2022-10-28,k725xc73,2,2
4047,2022-10-28,k784cy98,311,173
4048,2022-10-28,k828oh24,26,23
4049,2022-10-28,k894co178,1,1
4050,2022-10-28,m044hx777,21,13
4051,2022-10-28,m048pk198,1,1
4052,2022-10-28,m054yk47,146,94
4053,2022-10-28,m129ht98,46,38
4054,2022-10-28,m244ck38,18,15
4055,2022-10-28,m250op68,127,98
4056,2022-10-28,m260kh18,1,1
4057,2022-10-28,m460ho197,4,4
4058,2022-10-28,m482ke97,27,26
4059,2022-10-28,m666ka98,373,292
4060,2022-10-28,m707mm78,54,46
4061,2022-10-28,m719ep152,136,60
4062,2022-10-28,m973by78,73,49
4063,2022-10-28,o007my790,15,14
4064,2022-10-28,o190yo177,1,1
4065,2022-10-28,o219ty198,751,510
4066,2022-10-28,o386bt40,1,1
4067,2022-10-28,o543mc174,8,6
4068,2022-10-28,o658po799,4,2
4069,2022-10-28,o783bh790,1056,782
4070,2022-10-28,o969am198,1526,1141
4071,2022-10-28,p176hh198,3,3
4072,2022-10-28,p282oe198,279,241
4073,2022-10-28,p423cp74,12,12
4074,2022-10-28,p444ky777,12517,8842
4075,2022-10-28,p536kh761,3,3
4076,2022-10-28,p556to799,28,22
4077,2022-10-28,p745hb198,59,49
4078,2022-10-28,p745mh102,265,208
4079,2022-10-28,p803ee56,12,11
4080,2022-10-28,t146yc56,731,481
4081,2022-10-28,t287at177,24,23
4082,2022-10-28,t522mm797,450,352
4083,2022-10-28,t531ka77,18,17
4084,2022-10-28,t532ey797,96,27
4085,2022-10-28,t621bc39,171,116
4086,2022-10-28,t790ek761,16,12
4087,2022-10-28,t834kx124,1,1
4088,2022-10-28,t949kt78,38,26
4089,2022-10-28,x035em193,61,31
4090,2022-10-28,x085ee98,53,37
4091,2022-10-28,x242ay797,18,15
4092,2022-10-28,x302ce98,8,8
4093,2022-10-28,x304ak152,6,3
4094,2022-10-28,x444bc197,276,232
4095,2022-10-28,x630om161,19,13
4096,2022-10-28,x645ph177,57,52
4097,2022-10-28,x920mb56,9,8
4098,2022-10-28,x947yk174,29,20
4099,2022-10-28,y090oe26,445,338
4100,2022-10-28,y150op77,2,1
4101,2022-10-28,y455co750,42,36
4102,2022-10-28,y534ce24,21,20
4103,2022-10-28,y535ao47,106,78
4104,2022-10-28,y685yx174,39,16
4105,2022-10-28,y769aa178,20,18
4106,2022-10-29,a011ko790,5,5
4107,2022-10-29,a019pp186,12,12
4108,2022-10-29,a201ah761,30,12
4109,2022-10-29,a261ab198,99,73
4110,2022-10-29,a307hk156,2,2
4111,2022-10-29,a325bt198,27,21
4112,2022-10-29,a388xh122,56,45
4113,2022-10-29,a474ka159,5,4
4114,2022-10-29,a637bb178,109,73
4115,2022-10-29,a642ab136,1,1
4116,2022-10-29,a713bx790,208,184
4117,2022-10-29,a714ht38,1373,882
4118,2022-10-29,a894ep152,2,2
4119,2022-10-29,a988ao54,18,16
4120,2022-10-29,b144kh198,148,102
4121,2022-10-29,b144ko147,8,4
4122,2022-10-29,b166pe750,83,61
4123,2022-10-29,b306ab797,164,134
4124,2022-10-29,b450yk24,11,10
4125,2022-10-29,b795mc156,1,1
4126,2022-10-29,b944hx190,2894,1233
4127,2022-10-29,c025ex797,123,67
4128,2022-10-29,c060cp78,25,10
4129,2022-10-29,c491ab797,46,19
4130,2022-10-29,c579bc154,24,18
4131,2022-10-29,c610pp39,640,531
4132,2022-10-29,c815mp09,153,96
4133,2022-10-29,c830bm797,9,7
4134,2022-10-29,c982ec150,25,2
4135,2022-10-29,e015mt51,56,27
4136,2022-10-29,e100pe61,14,11
4137,2022-10-29,e184ph40,169,132
4138,2022-10-29,e321mx750,82,47
4139,2022-10-29,e354yp777,3,2
4140,2022-10-29,e419ac11,7,7
4141,2022-10-29,e426kh98,25,23
4142,2022-10-29,e557ox750,2,2
4143,2022-10-29,e582ob154,1,1
4144,2022-10-29,e839bh150,57,38
4145,2022-10-29,e923mo03,25,18
4146,2022-10-29,e945yy163,3,3
4147,2022-10-29,e954yh154,11,10
4148,2022-10-29,e985et124,65,55
4149,2022-10-29,h003ek178,40,31
4150,2022-10-29,h081ty93,87,67
4151,2022-10-29,h191yo26,289,252
4152,2022-10-29,h227kx62,17,14
4153,2022-10-29,h605ht102,34,8
4154,2022-10-29,h795ek47,17,16
4155,2022-10-29,k090mo777,1,1
4156,2022-10-29,k118ek18,38,12
4157,2022-10-29,k140hm198,78,45
4158,2022-10-29,k426ek199,1,1
4159,2022-10-29,k484kh98,15,7
4160,2022-10-29,k560bp799,73,36
4161,2022-10-29,k666op178,62,36
4162,2022-10-29,k684mx150,4,3
4163,2022-10-29,k784cy98,254,110
4164,2022-10-29,k828oh24,18,18
4165,2022-10-29,k894co178,6,6
4166,2022-10-29,m044hx777,12,9
4167,2022-10-29,m054yk47,127,86
4168,2022-10-29,m129ht98,38,31
4169,2022-10-29,m244ck38,18,14
4170,2022-10-29,m250op68,139,110
4171,2022-10-29,m460ho197,4,4
4172,2022-10-29,m482ke97,16,16
4173,2022-10-29,m629hb98,141,98
4174,2022-10-29,m666ka98,430,290
4175,2022-10-29,m707mm78,94,67
4176,2022-10-29,m719ep152,144,57
4177,2022-10-29,m973by78,43,28
4178,2022-10-29,o007my790,3,3
4179,2022-10-29,o190yo177,1,1
4180,2022-10-29,o219ty198,569,392
4181,2022-10-29,o543mc174,6,5
4182,2022-10-29,o581kp761,1,1
4183,2022-10-29,o658po799,4,4
4184,2022-10-29,o783bh790,996,703
4185,2022-10-29,o969am198,749,558
4186,2022-10-29,p176hh198,13,13
4187,2022-10-29,p282oe198,335,267
4188,2022-10-29,p423cp74,18,15
4189,2022-10-29,p444ky777,7012,5162
4190,2022-10-29,p536kh761,3,3
4191,2022-10-29,p556to799,30,24
4192,2022-10-29,p745hb198,41,35
4193,2022-10-29,p745mh102,198,158
4194,2022-10-29,p803ee56,9,9
4195,2022-10-29,t146yc56,763,529
4196,2022-10-29,t190yp98,3186,2418
4197,2022-10-29,t287at177,10,10
4198,2022-10-29,t522mm797,356,243
4199,2022-10-29,t531ka77,9,8
4200,2022-10-29,t532ey797,115,31
4201,2022-10-29,t621bc39,146,108
4202,2022-10-29,t790ek761,15,13
4203,2022-10-29,t834kx124,4,4
4204,2022-10-29,t949kt78,38,17
4205,2022-10-29,x035em193,46,18
4206,2022-10-29,x085ee98,54,42
4207,2022-10-29,x242ay797,26,20
4208,2022-10-29,x302ce98,12,8
4209,2022-10-29,x304ak152,4,4
4210,2022-10-29,x444bc197,432,341
4211,2022-10-29,x630om161,13,12
4212,2022-10-29,x645ph177,41,33
4213,2022-10-29,x920mb56,5,5
4214,2022-10-29,x922mm56,7,4
4215,2022-10-29,x947yk174,23,17
4216,2022-10-29,y090oe26,437,323
4217,2022-10-29,y150op77,3,3
4218,2022-10-29,y199yc777,1,1
4219,2022-10-29,y455co750,33,29
4220,2022-10-29,y534ce24,17,16
4221,2022-10-29,y535ao47,85,51
4222,2022-10-29,y685yx174,35,13
4223,2022-10-29,y769aa178,29,26
4224,2022-10-30,a011ko790,2,2
4225,2022-10-30,a019pp186,41,33
4226,2022-10-30,a201ah761,32,10
4227,2022-10-30,a261ab198,111,91
4228,2022-10-30,a307hk156,3,3
4229,2022-10-30,a325bt198,17,13
4230,2022-10-30,a388xh122,47,36
4231,2022-10-30,a474ka159,5,4
4232,2022-10-30,a637bb178,139,79
4233,2022-10-30,a642ab136,3,2
4234,2022-10-30,a713bx790,203,175
4235,2022-10-30,a714ht38,1474,932
4236,2022-10-30,a894ep152,10,10
4237,2022-10-30,a988ao54,37,17
4238,2022-10-30,b144kh198,136,96
4239,2022-10-30,b144ko147,7,7
4240,2022-10-30,b166pe750,88,64
4241,2022-10-30,b306ab797,133,117
4242,2022-10-30,b450yk24,11,8
4243,2022-10-30,b666mp66,1,1
4244,2022-10-30,b944hx190,1564,748
4245,2022-10-30,c025ex797,97,58
4246,2022-10-30,c060cp78,37,30
4247,2022-10-30,c491ab797,37,14
4248,2022-10-30,c579bc154,11,8
4249,2022-10-30,c610pp39,750,602
4250,2022-10-30,c815mp09,145,98
4251,2022-10-30,c830bm797,10,8
4252,2022-10-30,c982ec150,31,3
4253,2022-10-30,e015mt51,49,20
4254,2022-10-30,e040xk196,2,2
4255,2022-10-30,e100pe61,6,6
4256,2022-10-30,e184ph40,121,106
4257,2022-10-30,e321mx750,73,56
4258,2022-10-30,e354yp777,3,2
4259,2022-10-30,e419ac11,11,11
4260,2022-10-30,e426kh98,24,23
4261,2022-10-30,e557ox750,1,1
4262,2022-10-30,e582ob154,6,4
4263,2022-10-30,e839bh150,45,35
4264,2022-10-30,e923mo03,23,18
4265,2022-10-30,e945yy163,1,1
4266,2022-10-30,e954yh154,11,7
4267,2022-10-30,e985et124,39,30
4268,2022-10-30,h003ek178,39,38
4269,2022-10-30,h081ty93,72,57
4270,2022-10-30,h191yo26,358,294
4271,2022-10-30,h227kx62,48,39
4272,2022-10-30,h605ht102,39,11
4273,2022-10-30,h795ek47,25,20
4274,2022-10-30,k090mo777,2,2
4275,2022-10-30,k118ek18,33,8
4276,2022-10-30,k140hm198,89,63
4277,2022-10-30,k426ek199,1,1
4278,2022-10-30,k484kh98,2,2
4279,2022-10-30,k560bp799,66,41
4280,2022-10-30,k666op178,64,37
4281,2022-10-30,k684mx150,7,5
4282,2022-10-30,k725xc73,2,2
4283,2022-10-30,k784cy98,221,128
4284,2022-10-30,k828oh24,37,30
4285,2022-10-30,k894co178,1,1
4286,2022-10-30,m044hx777,13,8
4287,2022-10-30,m048pk198,31,29
4288,2022-10-30,m054yk47,140,91
4289,2022-10-30,m129ht98,21,21
4290,2022-10-30,m244ck38,21,18
4291,2022-10-30,m250op68,125,102
4292,2022-10-30,m460ho197,5,4
4293,2022-10-30,m482ke97,43,35
4294,2022-10-30,m629hb98,354,268
4295,2022-10-30,m663hx198,1,1
4296,2022-10-30,m666ka98,468,337
4297,2022-10-30,m707mm78,80,57
4298,2022-10-30,m719ep152,161,81
4299,2022-10-30,m973by78,44,38
4300,2022-10-30,o007my790,3,3
4301,2022-10-30,o190yo177,5,1
4302,2022-10-30,o219ty198,1207,958
4303,2022-10-30,o312hk799,1,1
4304,2022-10-30,o543mc174,10,6
4305,2022-10-30,o581kp761,3,3
4306,2022-10-30,o658po799,5,5
4307,2022-10-30,o783bh790,1070,764
4308,2022-10-30,o969am198,295,222
4309,2022-10-30,p176hh198,11,11
4310,2022-10-30,p282oe198,319,263
4311,2022-10-30,p423cp74,10,9
4312,2022-10-30,p444ky777,5767,4220
4313,2022-10-30,p461eo51,1,1
4314,2022-10-30,p536kh761,2,2
4315,2022-10-30,p556to799,12,11
4316,2022-10-30,p745hb198,36,33
4317,2022-10-30,p745mh102,203,160
4318,2022-10-30,p803ee56,10,7
4319,2022-10-30,t146yc56,859,600
4320,2022-10-30,t190yp98,9669,7409
4321,2022-10-30,t287at177,16,16
4322,2022-10-30,t522mm797,387,278
4323,2022-10-30,t531ka77,14,14
4324,2022-10-30,t532ey797,83,22
4325,2022-10-30,t621bc39,114,67
4326,2022-10-30,t790ek761,10,5
4327,2022-10-30,t834kx124,10,6
4328,2022-10-30,t949kt78,23,21
4329,2022-10-30,x035em193,35,10
4330,2022-10-30,x085ee98,63,50
4331,2022-10-30,x242ay797,21,16
4332,2022-10-30,x302ce98,17,10
4333,2022-10-30,x304ak152,7,7
4334,2022-10-30,x444bc197,339,268
4335,2022-10-30,x630om161,21,19
4336,2022-10-30,x645ph177,18,15
4337,2022-10-30,x920mb56,8,8
4338,2022-10-30,x922mm56,11,5
4339,2022-10-30,x947yk174,41,24
4340,2022-10-30,y090oe26,371,280
4341,2022-10-30,y455co750,39,30
4342,2022-10-30,y534ce24,34,29
4343,2022-10-30,y535ao47,70,48
4344,2022-10-30,y685yx174,31,9
4345,2022-10-30,y769aa178,30,28
4346,2022-10-31,a011ko790,1,1
4347,2022-10-31,a019pp186,26,20
4348,2022-10-31,a201ah761,27,6
4349,2022-10-31,a261ab198,79,66
4350,2022-10-31,a325bt198,24,17
4351,2022-10-31,a388xh122,65,50
4352,2022-10-31,a474ka159,2,2
4353,2022-10-31,a637bb178,125,89
4354,2022-10-31,a713bx790,191,168
4355,2022-10-31,a714ht38,1732,1074
4356,2022-10-31,a894ep152,7,7
4357,2022-10-31,a988ao54,42,33
4358,2022-10-31,b144kh198,130,88
4359,2022-10-31,b144ko147,4,4
4360,2022-10-31,b166pe750,66,55
4361,2022-10-31,b306ab797,151,121
4362,2022-10-31,b450yk24,17,14
4363,2022-10-31,b795mc156,10,10
4364,2022-10-31,b944hx190,983,435
4365,2022-10-31,c025ex797,87,50
4366,2022-10-31,c060cp78,27,21
4367,2022-10-31,c491ab797,39,9
4368,2022-10-31,c579bc154,8,8
4369,2022-10-31,c610pp39,535,435
4370,2022-10-31,c815mp09,158,113
4371,2022-10-31,c830bm797,9,8
4372,2022-10-31,c982ec150,28,2
4373,2022-10-31,e015mt51,49,21
4374,2022-10-31,e100pe61,7,6
