"count(1)","search_query","created_at_date"
"96","k272he123","11/05/21"
"82","k272he123","12/05/21"
"68","k272he123","13/05/21"
"52","k272he123","14/05/21"
"95","k272he123","15/05/21"
"85","k272he123","16/05/21"
"51","k272he123","17/05/21"
"80","k272he123","18/05/21"
"66","k272he123","19/05/21"
"40","k272he123","20/05/21"
"23","k272he123","21/05/21"
"50","k272he123","22/05/21"
"38","k272he123","23/05/21"
"36","k272he123","24/05/21"
"30","k272he123","25/05/21"
"24","k272he123","26/05/21"
"16","k272he123","27/05/21"
"17","k272he123","28/05/21"
"13","k272he123","29/05/21"
"13","k272he123","30/05/21"
"22","k272he123","31/05/21"
"17","k272he123","01/06/21"
"12","k272he123","02/06/21"
"22","k272he123","03/06/21"
"10","k272he123","04/06/21"
"13","k272he123","05/06/21"
"5","k272he123","06/06/21"
"13","k272he123","07/06/21"
"14","k272he123","08/06/21"
"3","k444mb197","24/04/21"
"7","k444mb197","25/04/21"
"18","k444mb197","26/04/21"
"7","k444mb197","27/04/21"
"21","k444mb197","28/04/21"
"4","k444mb197","29/04/21"
"7","k444mb197","30/04/21"
"6","k444mb197","01/05/21"
"4","k444mb197","02/05/21"
"6","k444mb197","03/05/21"
"15","k444mb197","04/05/21"
"21","k444mb197","05/05/21"
"11","k444mb197","06/05/21"
"10","k444mb197","07/05/21"
"6","k444mb197","08/05/21"
"2","k444mb197","09/05/21"
"2","k444mb197","10/05/21"
"3","k444mb197","11/05/21"
"2","k444mb197","12/05/21"
"15","k444mb197","13/05/21"
"1","k444mb197","14/05/21"
"2","k444mb197","15/05/21"
"2","k444mb197","16/05/21"
"74","k444mb197","17/05/21"
"277","k444mb197","18/05/21"
"66","k444mb197","19/05/21"
"41","k444mb197","20/05/21"
"24","k444mb197","21/05/21"
"20","k444mb197","22/05/21"
"15","k444mb197","23/05/21"
"27","k444mb197","24/05/21"
"14","k444mb197","25/05/21"
"6","k444mb197","26/05/21"
"4","k444mb197","27/05/21"
"5","k444mb197","28/05/21"
"7","k444mb197","29/05/21"
"1","k444mb197","30/05/21"
"7","k444mb197","31/05/21"
"9","k444mb197","01/06/21"
"2","k444mb197","02/06/21"
"7","k444mb197","03/06/21"
"6","k444mb197","04/06/21"
"1","k444mb197","05/06/21"
"7","k444mb197","06/06/21"
"7","k444mb197","07/06/21"
"3","k444mb197","08/06/21"
"1","k545ck777","24/04/21"
"2","k545ck777","11/05/21"
"3","k545ck777","12/05/21"
"2","k545ck777","16/05/21"
"4","k545ck777","18/05/21"
"2","k545ck777","25/05/21"
"1","k545ck777","28/05/21"
"2","k545ck777","29/05/21"
"2","k545ck777","03/06/21"
"2","k593ha777","25/05/21"
"10","k593ha777","27/05/21"
"20","k593ha777","28/05/21"
"3","k593ha777","29/05/21"
"3","k593ha777","30/05/21"
"8","k593ha777","31/05/21"
"6","k593ha777","01/06/21"
"6","k593ha777","03/06/21"
"1","k593ha777","04/06/21"
"3","k593ha777","05/06/21"
"1","k593ha777","06/06/21"
"3","k593ha777","07/06/21"
"1","k696po98","24/04/21"
"1","k696po98","25/04/21"
"2","k696po98","26/04/21"
"2","k696po98","27/04/21"
"5","k696po98","28/04/21"
"2","k696po98","29/04/21"
"1","k696po98","30/04/21"
"2","k696po98","01/05/21"
"2","k696po98","03/05/21"
"2","k696po98","05/05/21"
"5","k696po98","06/05/21"
"20","k696po98","07/05/21"
"6","k696po98","08/05/21"
"1112","k696po98","12/05/21"
"1085","k696po98","13/05/21"
"319","k696po98","14/05/21"
"186","k696po98","15/05/21"
"198","k696po98","16/05/21"
"163","k696po98","17/05/21"
"151","k696po98","18/05/21"
"138","k696po98","19/05/21"
"74","k696po98","20/05/21"
"66","k696po98","21/05/21"
"54","k696po98","22/05/21"
"34","k696po98","23/05/21"
"27","k696po98","24/05/21"
"45","k696po98","25/05/21"
"38","k696po98","26/05/21"
"22","k696po98","27/05/21"
"26","k696po98","28/05/21"
"20","k696po98","29/05/21"
"20","k696po98","30/05/21"
"17","k696po98","31/05/21"
"16","k696po98","01/06/21"
"17","k696po98","02/06/21"
"31","k696po98","03/06/21"
"16","k696po98","04/06/21"
"20","k696po98","05/06/21"
"14","k696po98","06/06/21"
"24","k696po98","07/06/21"
"23","k696po98","08/06/21"
"11","k729tm39","24/04/21"
"9","k729tm39","25/04/21"
"9","k729tm39","26/04/21"
"9","k729tm39","27/04/21"
"7","k729tm39","28/04/21"
"13","k729tm39","29/04/21"
"5","k729tm39","30/04/21"
"4","k729tm39","01/05/21"
"7","k729tm39","02/05/21"
"8","k729tm39","03/05/21"
"4","k729tm39","04/05/21"
"15","k729tm39","05/05/21"
"15","k729tm39","06/05/21"
"18","k729tm39","07/05/21"
"12","k729tm39","08/05/21"
"11","k729tm39","09/05/21"
"13","k729tm39","10/05/21"
"7","k729tm39","11/05/21"
"9","k729tm39","12/05/21"
"9","k729tm39","13/05/21"
"5","k729tm39","14/05/21"
"11","k729tm39","15/05/21"
"10","k729tm39","16/05/21"
"12","k729tm39","17/05/21"
"5","k729tm39","18/05/21"
"11","k729tm39","19/05/21"
"20","k729tm39","20/05/21"
"13","k729tm39","21/05/21"
"10","k729tm39","22/05/21"
"12","k729tm39","23/05/21"
"17","k729tm39","24/05/21"
"21","k729tm39","25/05/21"
"10","k729tm39","26/05/21"
"21","k729tm39","27/05/21"
"12","k729tm39","28/05/21"
"69776","k729tm39","29/05/21"
"105912","k729tm39","30/05/21"
"23624","k729tm39","31/05/21"
"9944","k729tm39","01/06/21"
"6509","k729tm39","02/06/21"
"5126","k729tm39","03/06/21"
"4356","k729tm39","04/06/21"
"3330","k729tm39","05/06/21"
"2383","k729tm39","06/06/21"
"2137","k729tm39","07/06/21"
"1269","k729tm39","08/06/21"
"10","k822et799","24/04/21"
"19","k822et799","25/04/21"
"13","k822et799","26/04/21"
"10","k822et799","27/04/21"
"4","k822et799","28/04/21"
"6","k822et799","29/04/21"
"6","k822et799","30/04/21"
"17","k822et799","01/05/21"
"11","k822et799","02/05/21"
"9","k822et799","03/05/21"
"15","k822et799","04/05/21"
"9","k822et799","05/05/21"
"7","k822et799","06/05/21"
"14","k822et799","07/05/21"
"19","k822et799","08/05/21"
"12","k822et799","09/05/21"
"8","k822et799","10/05/21"
"9","k822et799","11/05/21"
"5","k822et799","12/05/21"
"24","k822et799","13/05/21"
"15","k822et799","14/05/21"
"12","k822et799","15/05/21"
"4","k822et799","16/05/21"
"20","k822et799","17/05/21"
"24","k822et799","18/05/21"
"4","k822et799","19/05/21"
"13","k822et799","20/05/21"
"4","k822et799","21/05/21"
"19","k822et799","22/05/21"
"7","k822et799","23/05/21"
"26","k822et799","24/05/21"
"65","k822et799","25/05/21"
"252","k822et799","26/05/21"
"55","k822et799","27/05/21"
"41","k822et799","28/05/21"
"28","k822et799","29/05/21"
"35","k822et799","30/05/21"
"18","k822et799","31/05/21"
"35","k822et799","01/06/21"
"29","k822et799","02/06/21"
"24","k822et799","03/06/21"
"22","k822et799","04/06/21"
"38","k822et799","05/06/21"
"43","k822et799","06/06/21"
"51","k822et799","07/06/21"
"51","k822et799","08/06/21"
"6","k951mt186","07/05/21"
"2","k951mt186","09/05/21"
"793","k951mt186","12/05/21"
"899","k951mt186","13/05/21"
"167","k951mt186","14/05/21"
"57","k951mt186","15/05/21"
"52","k951mt186","16/05/21"
"27","k951mt186","17/05/21"
"19","k951mt186","18/05/21"
"17","k951mt186","19/05/21"
"7","k951mt186","20/05/21"
"6","k951mt186","21/05/21"
"5","k951mt186","22/05/21"
"38","k951mt186","23/05/21"
"42","k951mt186","24/05/21"
"7","k951mt186","25/05/21"
"5","k951mt186","26/05/21"
"4","k951mt186","27/05/21"
"3","k951mt186","28/05/21"
"3","k951mt186","29/05/21"
"3","k951mt186","30/05/21"
"2","k951mt186","31/05/21"
"1","k951mt186","01/06/21"
"1","k951mt186","02/06/21"
"2","k951mt186","03/06/21"
"1","k951mt186","05/06/21"
"1","k951mt186","07/06/21"
"2","k951mt186","08/06/21"
"1","m099tt98","13/05/21"
"3","m099tt98","27/05/21"
"1","m099tt98","01/06/21"
"1","m099tt98","02/06/21"
"2","m099tt98","03/06/21"
"1","m099tt98","04/06/21"
"1","m099tt98","06/06/21"
"1","m099tt98","07/06/21"
"1","m122mp77","25/04/21"
"2","m122mp77","26/04/21"
"6","m122mp77","27/04/21"
"1","m122mp77","28/04/21"
"1","m122mp77","29/04/21"
"2","m122mp77","01/05/21"
"2","m122mp77","03/05/21"
"1","m122mp77","04/05/21"
"2","m122mp77","05/05/21"
"2","m122mp77","06/05/21"
"4","m122mp77","07/05/21"
"2","m122mp77","08/05/21"
"2","m122mp77","09/05/21"
"2","m122mp77","10/05/21"
"1","m122mp77","11/05/21"
"3","m122mp77","12/05/21"
"4","m122mp77","13/05/21"
"1","m122mp77","14/05/21"
"1","m122mp77","15/05/21"
"2","m122mp77","16/05/21"
"7","m122mp77","17/05/21"
"4","m122mp77","18/05/21"
"1","m122mp77","20/05/21"
"3","m122mp77","21/05/21"
"5","m122mp77","23/05/21"
"10","m122mp77","24/05/21"
"4","m122mp77","25/05/21"
"3","m122mp77","26/05/21"
"5","m122mp77","27/05/21"
"3","m122mp77","28/05/21"
"4","m122mp77","29/05/21"
"3","m122mp77","30/05/21"
"2","m122mp77","31/05/21"
"47","m122mp77","01/06/21"
"18","m122mp77","02/06/21"
"8","m122mp77","03/06/21"
"11","m122mp77","04/06/21"
"7","m122mp77","05/06/21"
"19","m122mp77","06/06/21"
"25","m122mp77","07/06/21"
"8","m122mp77","08/06/21"
"1","m167oa750","27/04/21"
"2","m167oa750","10/05/21"
"2","m167oa750","11/05/21"
"1","m167oa750","12/05/21"
"1","m167oa750","22/05/21"
"2","m167oa750","25/05/21"
"8","m167oa750","27/05/21"
"16","m167oa750","28/05/21"
"1","m167oa750","29/05/21"
"1","m167oa750","01/06/21"
"1","m220ee36","20/05/21"
"3","m220ee36","21/05/21"
"33","m220ee36","25/05/21"
"8","m220ee36","26/05/21"
"9","m220ee36","27/05/21"
"1","m220ee36","31/05/21"
"2","m220ee36","04/06/21"
"1","m220ee36","07/06/21"
"4","m461ox10","04/06/21"
"6","m461ox10","07/06/21"
"5","m461ox10","08/06/21"
"1","m710my90","27/04/21"
"1","m710my90","30/04/21"
"1","m710my90","02/05/21"
"3","m710my90","03/05/21"
"1","m710my90","04/05/21"
"2","m710my90","05/05/21"
"4","m710my90","08/05/21"
"1","m710my90","10/05/21"
"2","m710my90","13/05/21"
"1","m710my90","14/05/21"
"1","m710my90","15/05/21"
"2","m710my90","19/05/21"
"1","m710my90","21/05/21"
"1","m710my90","22/05/21"
"6","m710my90","24/05/21"
"5","m710my90","25/05/21"
"5","m710my90","26/05/21"
"1","m710my90","27/05/21"
"1","m710my90","28/05/21"
"1","m710my90","29/05/21"
"1034","m710my90","31/05/21"
"813","m710my90","01/06/21"
"197","m710my90","02/06/21"
"85","m710my90","03/06/21"
"50","m710my90","04/06/21"
"46","m710my90","05/06/21"
"29","m710my90","06/06/21"
"82","m710my90","07/06/21"
"155","m710my90","08/06/21"
"1","m829pe178","24/04/21"
"1","m829pe178","26/04/21"
"4","m829pe178","28/04/21"
"1","m829pe178","29/04/21"
"2","m829pe178","30/04/21"
"1","m829pe178","02/05/21"
"2","m829pe178","03/05/21"
"3","m829pe178","05/05/21"
"1","m829pe178","06/05/21"
"7","m829pe178","09/05/21"
"1","m829pe178","12/05/21"
"1","m829pe178","14/05/21"
"5","m829pe178","15/05/21"
"1","m829pe178","17/05/21"
"3","m829pe178","18/05/21"
"2","m829pe178","19/05/21"
"2","m829pe178","20/05/21"
"2","m829pe178","21/05/21"
"2","m829pe178","22/05/21"
"2","m829pe178","23/05/21"
"1","m829pe178","24/05/21"
"1","m829pe178","26/05/21"
"1","m829pe178","27/05/21"
"6","m829pe178","28/05/21"
"1","m829pe178","29/05/21"
"1","m829pe178","30/05/21"
"12","m829pe178","31/05/21"
"14066","m829pe178","01/06/21"
"4955","m829pe178","02/06/21"
"2398","m829pe178","03/06/21"
"1069","m829pe178","04/06/21"
"638","m829pe178","05/06/21"
"462","m829pe178","06/06/21"
"390","m829pe178","07/06/21"
"246","m829pe178","08/06/21"
"1","m851ah178","03/05/21"
"4","m851ah178","05/05/21"
"1","m851ah178","17/05/21"
"1","m851ah178","19/05/21"
"1","m851ah178","21/05/21"
"1","m851ah178","22/05/21"
"1","m851ah178","05/06/21"
"2","m851ah178","07/06/21"
"5","m935oo196","04/06/21"
"15","m935oo196","07/06/21"
"5","m935oo196","08/06/21"
"1","o019ao178","29/04/21"
"1","o019ao178","05/05/21"
"2","o019ao178","08/05/21"
"1","o019ao178","29/05/21"
"293","o019ao178","30/05/21"
"946","o019ao178","31/05/21"
"84","o019ao178","01/06/21"
"23","o019ao178","02/06/21"
"30","o019ao178","03/06/21"
"30","o019ao178","04/06/21"
"47","o019ao178","05/06/21"
"165","o019ao178","06/06/21"
"215","o019ao178","07/06/21"
"71","o019ao178","08/06/21"
"1","o069ec198","23/05/21"
"4","o069ec198","27/05/21"
"4","o069ec198","28/05/21"
"2","o069ec198","29/05/21"
"1","o069ec198","05/06/21"
"1","o084ax797","25/04/21"
"3","o084ax797","26/04/21"
"4","o084ax797","27/04/21"
"3","o084ax797","28/04/21"
"1","o084ax797","29/04/21"
"2","o084ax797","30/04/21"
"1","o084ax797","02/05/21"
"2","o084ax797","04/05/21"
"1","o084ax797","05/05/21"
"1","o084ax797","09/05/21"
"2","o084ax797","10/05/21"
"4","o084ax797","11/05/21"
"2","o084ax797","12/05/21"
"1","o084ax797","13/05/21"
"2","o084ax797","15/05/21"
"3","o084ax797","16/05/21"
"4","o084ax797","18/05/21"
"3944","o084ax797","19/05/21"
"3043","o084ax797","20/05/21"
"1032","o084ax797","21/05/21"
"860","o084ax797","22/05/21"
"609","o084ax797","23/05/21"
"468","o084ax797","24/05/21"
"331","o084ax797","25/05/21"
"249","o084ax797","26/05/21"
"137","o084ax797","27/05/21"
"141","o084ax797","28/05/21"
"103","o084ax797","29/05/21"
"113","o084ax797","30/05/21"
"99","o084ax797","31/05/21"
"71","o084ax797","01/06/21"
"61","o084ax797","02/06/21"
"56","o084ax797","03/06/21"
"43","o084ax797","04/06/21"
"60","o084ax797","05/06/21"
"49","o084ax797","06/06/21"
"122","o084ax797","07/06/21"
"162","o084ax797","08/06/21"
"1","o187ma152","25/04/21"
"1","o187ma152","27/04/21"
"1","o187ma152","30/04/21"
"1","o187ma152","05/05/21"
"1","o187ma152","06/05/21"
"1","o187ma152","08/05/21"
"1","o187ma152","15/05/21"
"1","o187ma152","17/05/21"
"1","o187ma152","20/05/21"
"1","o187ma152","29/05/21"
"2","o187ma152","02/06/21"
"1","o187ma152","05/06/21"
"3","o187ma152","06/06/21"
"3921","o187ma152","07/06/21"
"10078","o187ma152","08/06/21"
"2","o189em196","28/05/21"
"4","o189em196","31/05/21"
"9051","o189em196","03/06/21"
"2962","o189em196","04/06/21"
"1331","o189em196","05/06/21"
"814","o189em196","06/06/21"
"640","o189em196","07/06/21"
"478","o189em196","08/06/21"
"1","o229am799","29/04/21"
"1","o229am799","08/05/21"
"1","o229am799","29/05/21"
"481","o229am799","30/05/21"
"1571","o229am799","31/05/21"
"149","o229am799","01/06/21"
"45","o229am799","02/06/21"
"55","o229am799","03/06/21"
"35","o229am799","04/06/21"
"81","o229am799","05/06/21"
"258","o229am799","06/06/21"
"300","o229am799","07/06/21"
"107","o229am799","08/06/21"
"81","o248bh77","24/04/21"
"100","o248bh77","25/04/21"
"92","o248bh77","26/04/21"
"91","o248bh77","27/04/21"
"71","o248bh77","28/04/21"
"51","o248bh77","29/04/21"
"66","o248bh77","30/04/21"
"62","o248bh77","01/05/21"
"79","o248bh77","02/05/21"
"82","o248bh77","03/05/21"
"166","o248bh77","04/05/21"
"128","o248bh77","05/05/21"
"153","o248bh77","06/05/21"
"74","o248bh77","07/05/21"
"91","o248bh77","08/05/21"
"94","o248bh77","09/05/21"
"94","o248bh77","10/05/21"
"103","o248bh77","11/05/21"
"110","o248bh77","12/05/21"
"145","o248bh77","13/05/21"
"111","o248bh77","14/05/21"
"89","o248bh77","15/05/21"
"107","o248bh77","16/05/21"
"89","o248bh77","17/05/21"
"71","o248bh77","18/05/21"
"85","o248bh77","19/05/21"
"85","o248bh77","20/05/21"
"81","o248bh77","21/05/21"
"82","o248bh77","22/05/21"
"5953","o248bh77","23/05/21"
"5331","o248bh77","24/05/21"
"1507","o248bh77","25/05/21"
"1238","o248bh77","26/05/21"
"595","o248bh77","27/05/21"
"398","o248bh77","28/05/21"
"297","o248bh77","29/05/21"
"296","o248bh77","30/05/21"
"238","o248bh77","31/05/21"
"218","o248bh77","01/06/21"
"260","o248bh77","02/06/21"
"319","o248bh77","03/06/21"
"218","o248bh77","04/06/21"
"155","o248bh77","05/06/21"
"149","o248bh77","06/06/21"
"243","o248bh77","07/06/21"
"202","o248bh77","08/06/21"
"1","o287oh178","03/05/21"
"1","o287oh178","01/06/21"
"1","o287oh178","04/06/21"
"310","o287oh178","06/06/21"
"93","o287oh178","07/06/21"
"45","o287oh178","08/06/21"
"5","o384bp60","24/04/21"
"10","o384bp60","25/04/21"
"5","o384bp60","26/04/21"
"4","o384bp60","27/04/21"
"7","o384bp60","28/04/21"
"7","o384bp60","29/04/21"
"9","o384bp60","30/04/21"
"9","o384bp60","01/05/21"
"9","o384bp60","02/05/21"
"8","o384bp60","03/05/21"
"17","o384bp60","04/05/21"
"11","o384bp60","05/05/21"
"9","o384bp60","06/05/21"
"5","o384bp60","07/05/21"
"10","o384bp60","08/05/21"
"7","o384bp60","09/05/21"
"6","o384bp60","10/05/21"
"7","o384bp60","11/05/21"
"13","o384bp60","12/05/21"
"16","o384bp60","13/05/21"
"6","o384bp60","14/05/21"
"4","o384bp60","15/05/21"
"8","o384bp60","16/05/21"
"14","o384bp60","17/05/21"
"729","o384bp60","18/05/21"
"653","o384bp60","19/05/21"
"210","o384bp60","20/05/21"
"141","o384bp60","21/05/21"
"70","o384bp60","22/05/21"
"78","o384bp60","23/05/21"
"76","o384bp60","24/05/21"
"59","o384bp60","25/05/21"
"34","o384bp60","26/05/21"
"77","o384bp60","27/05/21"
"47","o384bp60","28/05/21"
"46","o384bp60","29/05/21"
"66","o384bp60","30/05/21"
"52","o384bp60","31/05/21"
"44","o384bp60","01/06/21"
"23","o384bp60","02/06/21"
"38","o384bp60","03/06/21"
"32","o384bp60","04/06/21"
"29","o384bp60","05/06/21"
"35","o384bp60","06/06/21"
"41","o384bp60","07/06/21"
"45","o384bp60","08/06/21"
"2","o410oe36","18/05/21"
"1","o410oe36","19/05/21"
"2","o410oe36","22/05/21"
"107","o410oe36","23/05/21"
"29","o410oe36","24/05/21"
"10","o410oe36","25/05/21"
"1","o410oe36","26/05/21"
"3","o410oe36","27/05/21"
"5","o410oe36","28/05/21"
"2","o410oe36","29/05/21"
"3","o410oe36","30/05/21"
"1","o410oe36","02/06/21"
"1","o410oe36","05/06/21"
"1","o410oe36","06/06/21"
"15","o444cy40","24/04/21"
"22","o444cy40","25/04/21"
"7","o444cy40","26/04/21"
"8","o444cy40","27/04/21"
"6","o444cy40","28/04/21"
"17","o444cy40","29/04/21"
"14","o444cy40","30/04/21"
"6","o444cy40","01/05/21"
"4","o444cy40","02/05/21"
"10","o444cy40","03/05/21"
"24","o444cy40","04/05/21"
"11","o444cy40","05/05/21"
"10","o444cy40","06/05/21"
"3","o444cy40","07/05/21"
"7","o444cy40","08/05/21"
"13","o444cy40","09/05/21"
"7","o444cy40","10/05/21"
"9","o444cy40","11/05/21"
"4","o444cy40","12/05/21"
"3","o444cy40","13/05/21"
"7","o444cy40","14/05/21"
"4","o444cy40","15/05/21"
"3","o444cy40","17/05/21"
"10","o444cy40","18/05/21"
"9","o444cy40","19/05/21"
"10","o444cy40","20/05/21"
"1","o444cy40","21/05/21"
"1","o444cy40","22/05/21"
"2","o444cy40","23/05/21"
"7","o444cy40","24/05/21"
"5","o444cy40","25/05/21"
"3","o444cy40","26/05/21"
"4","o444cy40","27/05/21"
"293","o444cy40","28/05/21"
"237","o444cy40","29/05/21"
"108","o444cy40","30/05/21"
"32","o444cy40","31/05/21"
"18","o444cy40","01/06/21"
"45","o444cy40","02/06/21"
"19","o444cy40","03/06/21"
"10","o444cy40","04/06/21"
"10","o444cy40","05/06/21"
"44","o444cy40","06/06/21"
"73","o444cy40","07/06/21"
"67","o444cy40","08/06/21"
"2","o568yy178","30/05/21"
"1","o568yy178","01/06/21"
"2","o568yy178","05/06/21"
"353","o568yy178","06/06/21"
"110","o568yy178","07/06/21"
"51","o568yy178","08/06/21"
"1","o600xp36","25/05/21"
"1","o600xp36","26/05/21"
"1","o600xp36","28/05/21"
"2","o600xp36","29/05/21"
"1","o600xp36","30/05/21"
"6","o600xp36","31/05/21"
"4","o600xp36","01/06/21"
"1","o600xp36","02/06/21"
"2","o600xp36","03/06/21"
"4","o600xp36","04/06/21"
"1","o600xp36","06/06/21"
"75","o600xp36","07/06/21"
"17","o600xp36","08/06/21"
"1","o671my178","02/05/21"
"1","o671my178","15/05/21"
"5","o671my178","17/05/21"
"2","o671my178","23/05/21"
"1","o671my178","24/05/21"
"190","o671my178","26/05/21"
"222","o671my178","27/05/21"
"136","o671my178","28/05/21"
"88","o671my178","29/05/21"
"66","o671my178","30/05/21"
"42","o671my178","31/05/21"
"37","o671my178","01/06/21"
"27","o671my178","02/06/21"
"15","o671my178","03/06/21"
"20","o671my178","04/06/21"
"11","o671my178","05/06/21"
"8","o671my178","06/06/21"
"10","o671my178","07/06/21"
"8","o671my178","08/06/21"
"3","o683xa799","04/05/21"
"1","o683xa799","13/05/21"
"2","o683xa799","14/05/21"
"1","o683xa799","15/05/21"
"2","o683xa799","17/05/21"
"1","o683xa799","18/05/21"
"6","o683xa799","19/05/21"
"2","o683xa799","20/05/21"
"1","o683xa799","25/05/21"
"2","o683xa799","27/05/21"
"1","o683xa799","28/05/21"
"1","o683xa799","31/05/21"
"4","o683xa799","01/06/21"
"1","o683xa799","02/06/21"
"1","o683xa799","03/06/21"
"1","o683xa799","05/06/21"
"2","o683xa799","06/06/21"
"1","o720xe161","30/04/21"
"27","o720xe161","10/05/21"
"18","o720xe161","11/05/21"
"7","o720xe161","12/05/21"
"7","o720xe161","13/05/21"
"6","o720xe161","14/05/21"
"3","o720xe161","15/05/21"
"2","o720xe161","16/05/21"
"1","o720xe161","17/05/21"
"3","o720xe161","18/05/21"
"5","o720xe161","24/05/21"
"7880","o720xe161","25/05/21"
"6947","o720xe161","26/05/21"
"2014","o720xe161","27/05/21"
"973","o720xe161","28/05/21"
"565","o720xe161","29/05/21"
"533","o720xe161","30/05/21"
"492","o720xe161","31/05/21"
"450","o720xe161","01/06/21"
"346","o720xe161","02/06/21"
"295","o720xe161","03/06/21"
"337","o720xe161","04/06/21"
"361","o720xe161","05/06/21"
"295","o720xe161","06/06/21"
"238","o720xe161","07/06/21"
"278","o720xe161","08/06/21"
"17","o887mp98","24/04/21"
"13","o887mp98","25/04/21"
"17","o887mp98","26/04/21"
"20","o887mp98","27/04/21"
"7","o887mp98","28/04/21"
"15","o887mp98","29/04/21"
"20","o887mp98","30/04/21"
"12","o887mp98","01/05/21"
"23","o887mp98","02/05/21"
"25","o887mp98","03/05/21"
"42","o887mp98","04/05/21"
"23","o887mp98","05/05/21"
"16","o887mp98","06/05/21"
"21","o887mp98","07/05/21"
"21","o887mp98","08/05/21"
"5","o887mp98","09/05/21"
"23","o887mp98","10/05/21"
"14","o887mp98","11/05/21"
"18","o887mp98","12/05/21"
"14","o887mp98","13/05/21"
"21","o887mp98","14/05/21"
"23","o887mp98","15/05/21"
"206","o887mp98","16/05/21"
"410","o887mp98","17/05/21"
"120","o887mp98","18/05/21"
"92","o887mp98","19/05/21"
"66","o887mp98","20/05/21"
"36","o887mp98","21/05/21"
"30","o887mp98","22/05/21"
"31","o887mp98","23/05/21"
"39","o887mp98","24/05/21"
"38","o887mp98","25/05/21"
"34","o887mp98","26/05/21"
"30","o887mp98","27/05/21"
"30","o887mp98","28/05/21"
"47","o887mp98","29/05/21"
"45","o887mp98","30/05/21"
"27","o887mp98","31/05/21"
"42","o887mp98","01/06/21"
"31","o887mp98","02/06/21"
"26","o887mp98","03/06/21"
"26","o887mp98","04/06/21"
"19","o887mp98","05/06/21"
"21","o887mp98","06/06/21"
"47","o887mp98","07/06/21"
"35","o887mp98","08/06/21"
"83","o887oo98","24/04/21"
"202","o887oo98","25/04/21"
"160","o887oo98","26/04/21"
"143","o887oo98","27/04/21"
"106","o887oo98","28/04/21"
"113","o887oo98","29/04/21"
"135","o887oo98","30/04/21"
"74","o887oo98","01/05/21"
"112","o887oo98","02/05/21"
"279","o887oo98","03/05/21"
"379","o887oo98","04/05/21"
"255","o887oo98","05/05/21"
"226","o887oo98","06/05/21"
"174","o887oo98","07/05/21"
"146","o887oo98","08/05/21"
"111","o887oo98","09/05/21"
"138","o887oo98","10/05/21"
"150","o887oo98","11/05/21"
"132","o887oo98","12/05/21"
"335","o887oo98","13/05/21"
"240","o887oo98","14/05/21"
"379","o887oo98","15/05/21"
"697","o887oo98","16/05/21"
"1352","o887oo98","17/05/21"
"708","o887oo98","18/05/21"
"471","o887oo98","19/05/21"
"395","o887oo98","20/05/21"
"253","o887oo98","21/05/21"
"214","o887oo98","22/05/21"
"261","o887oo98","23/05/21"
"375","o887oo98","24/05/21"
"324","o887oo98","25/05/21"
"315","o887oo98","26/05/21"
"328","o887oo98","27/05/21"
"304","o887oo98","28/05/21"
"241","o887oo98","29/05/21"
"257","o887oo98","30/05/21"
"252","o887oo98","31/05/21"
"352","o887oo98","01/06/21"
"269","o887oo98","02/06/21"
"278","o887oo98","03/06/21"
"297","o887oo98","04/06/21"
"298","o887oo98","05/06/21"
"190","o887oo98","06/06/21"
"507","o887oo98","07/06/21"
"244","o887oo98","08/06/21"
"1","o940be198","12/05/21"
"3","o940be198","04/06/21"
"2","o940be198","05/06/21"
"5155","o940be198","07/06/21"
"1364","o940be198","08/06/21"
"1","o950mp50","25/04/21"
"2","o950mp50","27/04/21"
"1","o950mp50","04/05/21"
"2","o950mp50","30/05/21"
"82","o950mp50","31/05/21"
"220","o950mp50","01/06/21"
"64","o950mp50","02/06/21"
"37","o950mp50","03/06/21"
"16","o950mp50","04/06/21"
"63","o950mp50","05/06/21"
"33","o950mp50","06/06/21"
"5","o950mp50","07/06/21"
"3","o950mp50","08/06/21"
"1","o971xa152","22/05/21"
"80","o971xa152","24/05/21"
"12","o971xa152","25/05/21"
"28","o971xa152","26/05/21"
"12","o971xa152","27/05/21"
"2","o971xa152","28/05/21"
"1","o971xa152","30/05/21"
"4","o971xa152","01/06/21"
"1","o971xa152","03/06/21"
"1","o971xa152","04/06/21"
"1","o971xa152","05/06/21"
"2","o971xa152","06/06/21"
"1","o971xa152","07/06/21"
"3","p064cy47","11/05/21"
"10","p064cy47","13/05/21"
"1725","p064cy47","14/05/21"
"2094","p064cy47","15/05/21"
"401","p064cy47","16/05/21"
"154","p064cy47","17/05/21"
"109","p064cy47","18/05/21"
"72","p064cy47","19/05/21"
"59","p064cy47","20/05/21"
"26","p064cy47","21/05/21"
"22","p064cy47","22/05/21"
"13","p064cy47","23/05/21"
"12","p064cy47","24/05/21"
"7","p064cy47","25/05/21"
"4","p064cy47","26/05/21"
"9","p064cy47","27/05/21"
"5","p064cy47","28/05/21"
"2","p064cy47","29/05/21"
"4","p064cy47","30/05/21"
"3","p064cy47","31/05/21"
"7","p064cy47","01/06/21"
"9","p064cy47","02/06/21"
"4","p064cy47","03/06/21"
"6","p064cy47","04/06/21"
"6","p064cy47","05/06/21"
"4","p064cy47","06/06/21"
"13","p064cy47","07/06/21"
