"count(1)","search_query","created_at_date"
"1","a001tk33","24/04/21"
"10","a001tk33","26/04/21"
"6","a001tk33","27/04/21"
"1","a001tk33","28/04/21"
"2","a001tk33","30/04/21"
"1","a001tk33","02/05/21"
"2","a001tk33","03/05/21"
"2","a001tk33","04/05/21"
"2","a001tk33","06/05/21"
"1","a001tk33","07/05/21"
"1","a001tk33","08/05/21"
"2","a001tk33","09/05/21"
"3","a001tk33","15/05/21"
"1","a001tk33","17/05/21"
"1","a001tk33","25/05/21"
"4","a001tk33","26/05/21"
"1","a001tk33","27/05/21"
"5","a001tk33","29/05/21"
"4","a001tk33","31/05/21"
"1","a001tk33","01/06/21"
"2","a001tk33","03/06/21"
"3","a001tk33","04/06/21"
"2","a001tk33","06/06/21"
"115182","a001tk33","07/06/21"
"19390","a001tk33","08/06/21"
"501","a009oy23","02/06/21"
"650","a009oy23","03/06/21"
"413","a009oy23","04/06/21"
"351","a009oy23","05/06/21"
"205","a009oy23","06/06/21"
"191","a009oy23","07/06/21"
"238","a009oy23","08/06/21"
"3","a108xb47","25/04/21"
"8","a108xb47","26/04/21"
"6","a108xb47","27/04/21"
"4","a108xb47","28/04/21"
"2","a108xb47","29/04/21"
"1","a108xb47","30/04/21"
"3","a108xb47","01/05/21"
"1","a108xb47","02/05/21"
"2","a108xb47","03/05/21"
"6","a108xb47","04/05/21"
"3","a108xb47","05/05/21"
"7","a108xb47","06/05/21"
"4","a108xb47","07/05/21"
"1","a108xb47","08/05/21"
"3","a108xb47","10/05/21"
"3","a108xb47","12/05/21"
"3","a108xb47","13/05/21"
"4","a108xb47","15/05/21"
"1","a108xb47","16/05/21"
"1","a108xb47","17/05/21"
"656","a108xb47","18/05/21"
"530","a108xb47","19/05/21"
"175","a108xb47","20/05/21"
"120","a108xb47","21/05/21"
"72","a108xb47","22/05/21"
"55","a108xb47","23/05/21"
"50","a108xb47","24/05/21"
"35","a108xb47","25/05/21"
"32","a108xb47","26/05/21"
"26","a108xb47","27/05/21"
"26","a108xb47","28/05/21"
"23","a108xb47","29/05/21"
"25","a108xb47","30/05/21"
"22","a108xb47","31/05/21"
"33","a108xb47","01/06/21"
"22","a108xb47","02/06/21"
"21","a108xb47","03/06/21"
"11","a108xb47","04/06/21"
"10","a108xb47","05/06/21"
"15","a108xb47","06/06/21"
"11","a108xb47","07/06/21"
"13","a108xb47","08/06/21"
"1","a313hm198","05/05/21"
"1","a313hm198","06/05/21"
"6","a313hm198","14/05/21"
"1","a313hm198","15/05/21"
"1","a313hm198","21/05/21"
"6","a313hm198","22/05/21"
"1","a313hm198","24/05/21"
"3","a313hm198","25/05/21"
"90","a313hm198","26/05/21"
"19","a313hm198","27/05/21"
"11","a313hm198","28/05/21"
"11","a313hm198","29/05/21"
"17","a313hm198","30/05/21"
"6","a313hm198","31/05/21"
"14","a313hm198","01/06/21"
"42","a313hm198","02/06/21"
"44","a313hm198","03/06/21"
"66","a313hm198","04/06/21"
"16","a313hm198","05/06/21"
"28","a313hm198","07/06/21"
"19","a313hm198","08/06/21"
"1","a355mh799","29/04/21"
"1","a355mh799","13/05/21"
"1","a355mh799","14/05/21"
"1","a355mh799","20/05/21"
"2","a355mh799","23/05/21"
"1","a355mh799","26/05/21"
"1","a355mh799","27/05/21"
"1","a355mh799","31/05/21"
"2","a355mh799","04/06/21"
"254","a355mh799","07/06/21"
"61","a355mh799","08/06/21"
"1","a424bb122","30/04/21"
"1","a424bb122","04/05/21"
"1","a424bb122","05/05/21"
"2","a424bb122","06/05/21"
"4","a424bb122","11/05/21"
"11","a424bb122","12/05/21"
"91","a424bb122","13/05/21"
"89","a424bb122","14/05/21"
"1211","a424bb122","15/05/21"
"491","a424bb122","16/05/21"
"185","a424bb122","17/05/21"
"64","a424bb122","18/05/21"
"31","a424bb122","19/05/21"
"44","a424bb122","20/05/21"
"40","a424bb122","21/05/21"
"115","a424bb122","22/05/21"
"46","a424bb122","23/05/21"
"20","a424bb122","24/05/21"
"44","a424bb122","25/05/21"
"16","a424bb122","26/05/21"
"63","a424bb122","27/05/21"
"22","a424bb122","28/05/21"
"16","a424bb122","29/05/21"
"12","a424bb122","30/05/21"
"7","a424bb122","31/05/21"
"37","a424bb122","01/06/21"
"10","a424bb122","02/06/21"
"17","a424bb122","03/06/21"
"13","a424bb122","04/06/21"
"7","a424bb122","05/06/21"
"4","a424bb122","06/06/21"
"5","a424bb122","07/06/21"
"8","a424bb122","08/06/21"
"1","a528xo198","30/04/21"
"3","a528xo198","04/06/21"
"15","a528xo198","07/06/21"
"3","a528xo198","08/06/21"
"950","a744co716","24/04/21"
"990","a744co716","25/04/21"
"1056","a744co716","26/04/21"
"1059","a744co716","27/04/21"
"1058","a744co716","28/04/21"
"3228","a744co716","29/04/21"
"1271","a744co716","30/04/21"
"1027","a744co716","01/05/21"
"959","a744co716","02/05/21"
"1264","a744co716","03/05/21"
"1758","a744co716","04/05/21"
"1455","a744co716","05/05/21"
"1521","a744co716","06/05/21"
"1594","a744co716","07/05/21"
"1385","a744co716","08/05/21"
"1344","a744co716","09/05/21"
"1439","a744co716","10/05/21"
"1759","a744co716","11/05/21"
"1500","a744co716","12/05/21"
"1835","a744co716","13/05/21"
"1420","a744co716","14/05/21"
"1235","a744co716","15/05/21"
"1492","a744co716","16/05/21"
"1837","a744co716","17/05/21"
"2213","a744co716","18/05/21"
"2008","a744co716","19/05/21"
"2172","a744co716","20/05/21"
"1941","a744co716","21/05/21"
"2120","a744co716","22/05/21"
"2519","a744co716","23/05/21"
"3115","a744co716","24/05/21"
"2903","a744co716","25/05/21"
"3021","a744co716","26/05/21"
"3165","a744co716","27/05/21"
"3327","a744co716","28/05/21"
"2976","a744co716","29/05/21"
"3703","a744co716","30/05/21"
"3224","a744co716","31/05/21"
"3687","a744co716","01/06/21"
"3130","a744co716","02/06/21"
"4431","a744co716","03/06/21"
"3723","a744co716","04/06/21"
"3113","a744co716","05/06/21"
"2806","a744co716","06/06/21"
"4497","a744co716","07/06/21"
"3528","a744co716","08/06/21"
"1","a982yo777","24/04/21"
"1","a982yo777","27/04/21"
"1","a982yo777","29/04/21"
"10","a982yo777","02/05/21"
"47853","a982yo777","03/05/21"
"92340","a982yo777","04/05/21"
"20348","a982yo777","05/05/21"
"11315","a982yo777","06/05/21"
"5487","a982yo777","07/05/21"
"3466","a982yo777","08/05/21"
"2612","a982yo777","09/05/21"
"2236","a982yo777","10/05/21"
"2138","a982yo777","11/05/21"
"1607","a982yo777","12/05/21"
"1519","a982yo777","13/05/21"
"851","a982yo777","14/05/21"
"656","a982yo777","15/05/21"
"714","a982yo777","16/05/21"
"655","a982yo777","17/05/21"
"708","a982yo777","18/05/21"
"577","a982yo777","19/05/21"
"615","a982yo777","20/05/21"
"416","a982yo777","21/05/21"
"392","a982yo777","22/05/21"
"471","a982yo777","23/05/21"
"532","a982yo777","24/05/21"
"447","a982yo777","25/05/21"
"347","a982yo777","26/05/21"
"434","a982yo777","27/05/21"
"398","a982yo777","28/05/21"
"492","a982yo777","29/05/21"
"858","a982yo777","30/05/21"
"480","a982yo777","31/05/21"
"416","a982yo777","01/06/21"
"246","a982yo777","02/06/21"
"252","a982yo777","03/06/21"
"204","a982yo777","04/06/21"
"162","a982yo777","05/06/21"
"134","a982yo777","06/06/21"
"547","a982yo777","07/06/21"
"260","a982yo777","08/06/21"
"2","b009op99","24/04/21"
"1","b009op99","25/04/21"
"1","b009op99","27/04/21"
"2","b009op99","28/04/21"
"1","b009op99","29/04/21"
"1","b009op99","01/05/21"
"1","b009op99","04/05/21"
"4","b009op99","05/05/21"
"2","b009op99","06/05/21"
"3","b009op99","14/05/21"
"1","b009op99","16/05/21"
"4","b009op99","18/05/21"
"4","b009op99","19/05/21"
"2","b009op99","21/05/21"
"1","b009op99","22/05/21"
"2","b009op99","23/05/21"
"1","b009op99","24/05/21"
"2","b009op99","25/05/21"
"3","b009op99","26/05/21"
"2","b009op99","27/05/21"
"1","b009op99","28/05/21"
"225","b009op99","30/05/21"
"761","b009op99","31/05/21"
"83","b009op99","01/06/21"
"23","b009op99","02/06/21"
"27","b009op99","03/06/21"
"15","b009op99","04/06/21"
"45","b009op99","05/06/21"
"125","b009op99","06/06/21"
"164","b009op99","07/06/21"
"50","b009op99","08/06/21"
"1","b161ko124","12/05/21"
"2","b161ko124","13/05/21"
"23","b161ko124","14/05/21"
"2","b161ko124","15/05/21"
"1","b161ko124","18/05/21"
"1","b161ko124","19/05/21"
"2","b161ko124","20/05/21"
"269","b161ko124","27/05/21"
"588","b161ko124","28/05/21"
"241","b161ko124","29/05/21"
"133","b161ko124","30/05/21"
"78","b161ko124","31/05/21"
"60","b161ko124","01/06/21"
"52","b161ko124","02/06/21"
"50","b161ko124","03/06/21"
"31","b161ko124","04/06/21"
"24","b161ko124","05/06/21"
"19","b161ko124","06/06/21"
"32","b161ko124","07/06/21"
"20","b161ko124","08/06/21"
"3","b201eh154","13/05/21"
"2","b201eh154","14/05/21"
"1","b201eh154","16/05/21"
"54","b201eh154","17/05/21"
"53","b201eh154","18/05/21"
"29","b201eh154","19/05/21"
"9","b201eh154","20/05/21"
"11","b201eh154","21/05/21"
"7","b201eh154","22/05/21"
"1","b201eh154","23/05/21"
"6","b201eh154","24/05/21"
"1","b201eh154","25/05/21"
"3","b201eh154","26/05/21"
"4","b201eh154","27/05/21"
"1","b201eh154","28/05/21"
"1","b201eh154","29/05/21"
"2","b201eh154","01/06/21"
"3","b201eh154","03/06/21"
"3","b201eh154","05/06/21"
"2","b201eh154","06/06/21"
"2","b201eh154","07/06/21"
"1","b201eh154","08/06/21"
"4","b396py799","24/04/21"
"3","b396py799","25/04/21"
"4","b396py799","26/04/21"
"3","b396py799","27/04/21"
"4","b396py799","28/04/21"
"2","b396py799","29/04/21"
"2","b396py799","30/04/21"
"7","b396py799","01/05/21"
"2","b396py799","02/05/21"
"5","b396py799","03/05/21"
"3","b396py799","04/05/21"
"5","b396py799","05/05/21"
"5","b396py799","06/05/21"
"3","b396py799","07/05/21"
"9","b396py799","08/05/21"
"2","b396py799","09/05/21"
"3","b396py799","10/05/21"
"3","b396py799","11/05/21"
"3","b396py799","12/05/21"
"8","b396py799","13/05/21"
"4","b396py799","14/05/21"
"1","b396py799","16/05/21"
"1","b396py799","17/05/21"
"1","b396py799","18/05/21"
"1","b396py799","19/05/21"
"2","b396py799","20/05/21"
"2","b396py799","21/05/21"
"3","b396py799","22/05/21"
"7","b396py799","23/05/21"
"5474","b396py799","24/05/21"
"17727","b396py799","25/05/21"
"213","b396py799","26/05/21"
"110","b396py799","27/05/21"
"80","b396py799","28/05/21"
"69","b396py799","29/05/21"
"59","b396py799","30/05/21"
"817","b396py799","31/05/21"
"331","b396py799","01/06/21"
"172","b396py799","02/06/21"
"124","b396py799","03/06/21"
"85","b396py799","04/06/21"
"60","b396py799","05/06/21"
"47","b396py799","06/06/21"
"255","b396py799","07/06/21"
"114","b396py799","08/06/21"
"5","b396yp763","01/06/21"
"7","b396yp763","02/06/21"
"1625","b396yp763","03/06/21"
"203","b396yp763","04/06/21"
"49","b396yp763","05/06/21"
"38","b396yp763","06/06/21"
"41","b396yp763","07/06/21"
"18","b396yp763","08/06/21"
"1","b477ct198","27/04/21"
"110","b477ct198","03/05/21"
"109","b477ct198","04/05/21"
"44","b477ct198","05/05/21"
"35","b477ct198","06/05/21"
"21","b477ct198","07/05/21"
"14","b477ct198","08/05/21"
"13","b477ct198","09/05/21"
"42","b477ct198","10/05/21"
"787","b477ct198","11/05/21"
"227","b477ct198","12/05/21"
"112","b477ct198","13/05/21"
"43","b477ct198","14/05/21"
"30","b477ct198","15/05/21"
"34","b477ct198","16/05/21"
"16","b477ct198","17/05/21"
"24","b477ct198","18/05/21"
"22","b477ct198","19/05/21"
"18","b477ct198","20/05/21"
"20","b477ct198","21/05/21"
"12","b477ct198","22/05/21"
"18","b477ct198","23/05/21"
"8","b477ct198","24/05/21"
"2","b477ct198","25/05/21"
"12","b477ct198","26/05/21"
"4","b477ct198","27/05/21"
"4","b477ct198","28/05/21"
